timestamp,portfolio_pnl,pebbles_pnl,polyunit_pnl,portfolio_drawdown
876900,95790.5,14415.0,81375.5,2631.0
877000,96419.0,14414.5,82004.5,2002.5
877100,96855.5,14415.5,82440.0,1566.0
877200,96757.0,14415.0,82342.0,1664.5
877300,96884.5,14415.0,82469.5,1537.0
877400,96750.5,14550.0,82200.5,1671.0
877500,96928.5,14550.0,82378.5,1493.0
877600,96620.5,14547.0,82073.5,1801.0
877700,96590.0,14550.0,82040.0,1831.5
877800,96528.0,14550.0,81978.0,1893.5
877900,96025.0,14547.0,81478.0,2396.5
878000,96151.0,14553.0,81598.0,2270.5
878100,96243.5,14553.0,81690.5,2178.0
878200,96094.0,14553.0,81541.0,2327.5
878300,95979.5,14547.0,81432.5,2442.0
878400,96391.0,14550.0,81841.0,2030.5
878500,96219.0,14547.0,81672.0,2202.5
878600,96109.0,14445.0,81664.0,2312.5
878700,96233.5,14547.0,81686.5,2188.0
878800,96415.0,14553.0,81862.0,2006.5
878900,96355.5,14547.0,81808.5,2066.0
879000,96334.0,14547.0,81787.0,2087.5
879100,96121.5,14550.0,81571.5,2300.0
879200,96259.0,14544.0,81715.0,2162.5
879300,95806.5,14553.0,81253.5,2615.0
879400,96320.0,14550.0,81770.0,2101.5
879500,96565.5,14550.0,82015.5,1856.0
879600,96681.5,14547.0,82134.5,1740.0
879700,96991.5,14553.0,82438.5,1430.0
879800,97043.0,14553.0,82490.0,1378.5
879900,97080.5,14547.0,82533.5,1341.0
880000,96977.5,14550.0,82427.5,1444.0
880100,96835.0,14550.0,82285.0,1586.5
880200,96730.5,14550.0,82180.5,1691.0
880300,96695.5,14553.0,82142.5,1726.0
880400,96984.5,14550.0,82434.5,1437.0
880500,96849.0,14553.0,82296.0,1572.5
880600,96459.0,14553.0,81906.0,1962.5
880700,96590.5,14553.0,82037.5,1831.0
880800,97269.0,14635.5,82633.5,1152.5
880900,96936.5,14640.0,82296.5,1485.0
881000,96805.0,14631.0,82174.0,1616.5
881100,96722.0,14631.0,82091.0,1699.5
881200,96681.0,14473.5,82207.5,1740.5
881300,96841.0,14626.5,82214.5,1580.5
881400,96681.5,14626.5,82055.0,1740.0
881500,96756.5,14631.0,82125.5,1665.0
881600,96735.5,14640.0,82095.5,1686.0
881700,96843.0,14631.0,82212.0,1578.5
881800,96776.0,14631.0,82145.0,1645.5
881900,96560.0,14631.0,81929.0,1861.5
882000,96836.5,14635.5,82201.0,1585.0
882100,96760.0,14631.0,82129.0,1661.5
882200,96849.0,14631.0,82218.0,1572.5
882300,96724.5,14631.0,82093.5,1697.0
882400,96687.0,14626.5,82060.5,1734.5
882500,96909.0,14635.5,82273.5,1512.5
882600,96618.0,14631.0,81987.0,1803.5
882700,96665.5,14622.0,82043.5,1756.0
882800,96181.0,14631.0,81550.0,2240.5
882900,96155.5,14631.0,81524.5,2266.0
883000,96152.5,14635.5,81517.0,2269.0
883100,96274.5,14635.5,81639.0,2147.0
883200,96363.5,14631.0,81732.5,2058.0
883300,96085.5,14635.5,81450.0,2336.0
883400,96237.0,14631.0,81606.0,2184.5
883500,96426.0,14640.0,81786.0,1995.5
883600,96204.5,14635.5,81569.0,2217.0
883700,96036.5,14622.0,81414.5,2385.0
883800,96241.5,14626.5,81615.0,2180.0
883900,95834.0,14631.0,81203.0,2587.5
884000,96083.5,14626.5,81457.0,2338.0
884100,95943.5,14631.0,81312.5,2478.0
884200,96189.0,14631.0,81558.0,2232.5
884300,96576.0,14631.0,81945.0,1845.5
884400,96700.0,14626.5,82073.5,1721.5
884500,96798.0,14626.5,82171.5,1623.5
884600,96856.0,14635.5,82220.5,1565.5
884700,96841.0,14635.5,82205.5,1580.5
884800,97041.5,14631.0,82410.5,1380.0
884900,96947.0,14640.0,82307.0,1474.5
885000,96752.5,14631.0,82121.5,1669.0
885100,96647.0,14635.5,82011.5,1774.5
885200,96217.5,14631.0,81586.5,2204.0
885300,96297.0,14635.5,81661.5,2124.5
885400,96367.5,14631.0,81736.5,2054.0
885500,96208.5,14631.0,81577.5,2213.0
885600,96259.0,14635.5,81623.5,2162.5
885700,95733.5,14631.0,81102.5,2688.0
885800,95829.5,14626.5,81203.0,2592.0
885900,95611.0,14635.5,80975.5,2810.5
886000,95712.5,14631.0,81081.5,2709.0
886100,96553.0,14631.0,81922.0,1868.5
886200,97030.5,14631.0,82399.5,1391.0
886300,96930.5,14635.5,82295.0,1491.0
886400,96906.5,14635.5,82271.0,1515.0
886500,96608.0,14631.0,81977.0,1813.5
886600,96366.5,14626.5,81740.0,2055.0
886700,96464.0,14635.5,81828.5,1957.5
886800,96554.0,14631.0,81923.0,1867.5
886900,97125.5,14631.0,82494.5,1296.0
887000,97241.5,14635.5,82606.0,1180.0
887100,97089.0,14626.5,82462.5,1332.5
887200,97396.0,14631.0,82765.0,1025.5
887300,97056.0,14635.5,82420.5,1365.5
887400,97410.0,14626.5,82783.5,1011.5
887500,96953.0,14659.0,82294.0,1468.5
887600,96836.0,14654.0,82182.0,1585.5
887700,97249.5,14659.0,82590.5,1172.0
887800,96702.0,14659.0,82043.0,1719.5
887900,96358.0,14659.0,81699.0,2063.5
888000,96119.5,14664.0,81455.5,2302.0
888100,96064.0,14659.0,81405.0,2357.5
888200,96275.5,14659.0,81616.5,2146.0
888300,95753.0,14654.0,81099.0,2668.5
888400,96192.0,14659.0,81533.0,2229.5
888500,96116.5,14654.0,81462.5,2305.0
888600,96100.5,14659.0,81441.5,2321.0
888700,96289.0,14664.0,81625.0,2132.5
888800,95613.0,14654.0,80959.0,2808.5
888900,95583.0,14649.0,80934.0,2838.5
889000,95176.5,14659.0,80517.5,3245.0
889100,94542.0,14664.0,79878.0,3879.5
889200,94589.5,14654.0,79935.5,3832.0
889300,94692.5,14659.0,80033.5,3729.0
889400,94628.0,14799.0,79829.0,3793.5
889500,94649.0,14801.5,79847.5,3772.5
889600,94364.0,14796.5,79567.5,4057.5
889700,94611.0,14796.5,79814.5,3810.5
889800,94677.5,14796.5,79881.0,3744.0
889900,94998.5,14799.0,80199.5,3423.0
890000,95136.0,14801.5,80334.5,3285.5
890100,95240.0,14799.0,80441.0,3181.5
890200,95572.5,14794.0,80778.5,2849.0
890300,95336.5,14799.0,80537.5,3085.0
890400,95605.5,14799.0,80806.5,2816.0
890500,95937.5,14799.0,81138.5,2484.0
890600,95593.5,14799.0,80794.5,2828.0
890700,95536.5,14799.0,80737.5,2885.0
890800,95599.5,14799.0,80800.5,2822.0
890900,95534.0,14799.0,80735.0,2887.5
891000,95660.5,14799.0,80861.5,2761.0
891100,95615.5,14796.5,80819.0,2806.0
891200,95815.5,14799.0,81016.5,2606.0
891300,96051.5,14799.0,81252.5,2370.0
891400,96031.0,14799.0,81232.0,2390.5
891500,96108.0,14799.0,81309.0,2313.5
891600,96285.5,14801.5,81484.0,2136.0
891700,96566.5,14799.0,81767.5,1855.0
891800,96465.5,14799.0,81666.5,1956.0
891900,96510.0,14804.0,81706.0,1911.5
892000,96641.5,14801.5,81840.0,1780.0
892100,96516.5,14801.5,81715.0,1905.0
892200,96665.0,14893.5,81771.5,1756.5
892300,96827.5,14910.5,81917.0,1594.0
892400,96896.0,14910.5,81985.5,1525.5
892500,97401.5,14910.5,82491.0,1020.0
892600,97404.5,14911.0,82493.5,1017.0
892700,97623.5,14911.0,82712.5,798.0
892800,97885.5,14911.5,82974.0,536.0
892900,97938.5,14911.0,83027.5,483.0
893000,98012.0,14911.0,83101.0,409.5
893100,97863.5,14911.5,82952.0,558.0
893200,98063.0,14911.0,83152.0,358.5
893300,98264.5,14910.5,83354.0,157.0
893400,98416.5,14911.5,83505.0,5.0
893500,98435.5,14911.0,83524.5,0.0
893600,98610.5,14911.0,83699.5,0.0
893700,98394.0,14911.5,83482.5,216.5
893800,98425.0,14911.5,83513.5,185.5
893900,98452.0,14910.5,83541.5,158.5
894000,98293.5,14911.0,83382.5,317.0
894100,98242.5,14911.0,83331.5,368.0
894200,98076.0,14911.5,83164.5,534.5
894300,98151.0,14910.5,83240.5,459.5
894400,98026.5,14911.0,83115.5,584.0
894500,98301.0,14926.0,83375.0,309.5
894600,98287.0,14911.0,83376.0,323.5
894700,98321.5,14910.5,83411.0,289.0
894800,98287.5,14911.5,83376.0,323.0
894900,98487.0,14911.0,83576.0,123.5
895000,98316.0,14910.5,83405.5,294.5
895100,98239.5,14910.5,83329.0,371.0
895200,98149.0,14911.0,83238.0,461.5
895300,98085.0,14911.0,83174.0,525.5
895400,97967.5,14910.5,83057.0,643.0
895500,98016.0,14910.0,83106.0,594.5
895600,98159.5,14911.5,83248.0,451.0
895700,98200.0,14911.0,83289.0,410.5
895800,98234.5,14910.5,83324.0,376.0
895900,98226.0,14910.5,83315.5,384.5
896000,98489.0,14910.5,83578.5,121.5
896100,98429.0,14911.5,83517.5,181.5
896200,98642.5,14911.0,83731.5,0.0
896300,98667.0,14911.0,83756.0,0.0
896400,98659.0,14910.5,83748.5,8.0
896500,98684.5,14910.5,83774.0,0.0
896600,98629.0,14911.0,83718.0,55.5
896700,98726.0,14911.0,83815.0,0.0
896800,98602.5,14911.5,83691.0,123.5
896900,98379.5,14911.0,83468.5,346.5
897000,98452.5,14910.5,83542.0,273.5
897100,98535.5,14910.5,83625.0,190.5
897200,98364.0,14911.0,83453.0,362.0
897300,98491.5,14893.5,83598.0,234.5
897400,98497.0,14911.0,83586.0,229.0
897500,98667.0,14911.5,83755.5,59.0
897600,98633.5,14910.5,83723.0,92.5
897700,98665.5,14911.0,83754.5,60.5
897800,98527.5,14911.0,83616.5,198.5
897900,98605.5,14910.5,83695.0,120.5
898000,98819.5,14910.5,83909.0,0.0
898100,98883.5,14911.0,83972.5,0.0
898200,98760.5,14911.0,83849.5,123.0
898300,98765.0,14911.0,83854.0,118.5
898400,98712.0,14911.0,83801.0,171.5
898500,98802.5,14910.5,83892.0,81.0
898600,98923.0,14911.0,84012.0,0.0
898700,99180.5,14910.5,84270.0,0.0
898800,99420.5,14910.5,84510.0,0.0
898900,99451.0,14911.0,84540.0,0.0
899000,99458.5,14911.0,84547.5,0.0
899100,99473.0,14911.5,84561.5,0.0
899200,99476.0,14911.0,84565.0,0.0
899300,99470.5,14911.0,84559.5,5.5
899400,99438.0,14911.5,84526.5,38.0
899500,99211.0,14911.0,84300.0,265.0
899600,99058.0,14911.0,84147.0,418.0
899700,99079.0,14910.5,84168.5,397.0
899800,99081.5,14910.5,84171.0,394.5
899900,99051.0,14911.5,84139.5,425.0
900000,99193.5,14911.0,84282.5,282.5
900100,99097.5,14911.0,84186.5,378.5
900200,99172.5,14911.0,84261.5,303.5
900300,99155.5,14911.0,84244.5,320.5
900400,98966.5,14911.0,84055.5,509.5
900500,98783.5,14910.5,83873.0,692.5
900600,100326.0,14911.0,85415.0,0.0
900700,100039.0,14910.5,85128.5,287.0
900800,100171.0,14910.5,85260.5,155.0
900900,100120.0,14911.0,85209.0,206.0
901000,99870.0,14911.0,84959.0,456.0
901100,99743.5,14910.5,84833.0,582.5
901200,99648.5,14911.5,84737.0,677.5
901300,99745.5,14911.0,84834.5,580.5
901400,99813.0,14911.5,84901.5,513.0
901500,99627.5,14910.5,84717.0,698.5
901600,99856.5,14910.5,84946.0,469.5
901700,99504.5,14911.5,84593.0,821.5
901800,99415.0,14911.0,84504.0,911.0
901900,99009.0,14911.0,84098.0,1317.0
902000,98419.5,14911.5,83508.0,1906.5
902100,98760.5,14911.0,83849.5,1565.5
902200,98345.0,14911.0,83434.0,1981.0
902300,98852.0,14911.0,83941.0,1474.0
902400,98419.0,14911.0,83508.0,1907.0
902500,98290.5,14967.0,83323.5,2035.5
902600,97681.0,14984.0,82697.0,2645.0
902700,97841.0,14967.0,82874.0,2485.0
902800,97925.0,14966.5,82958.5,2401.0
902900,97957.5,14967.0,82990.5,2368.5
903000,98342.5,14967.0,83375.5,1983.5
903100,98273.0,14967.0,83306.0,2053.0
903200,98213.0,14966.5,83246.5,2113.0
903300,98331.5,14966.0,83365.5,1994.5
903400,98299.0,14967.5,83331.5,2027.0
903500,98819.0,14966.5,83852.5,1507.0
903600,98651.5,14966.5,83685.0,1674.5
903700,99226.0,14967.0,84259.0,1100.0
903800,99468.0,14966.5,84501.5,858.0
903900,99715.5,14967.0,84748.5,610.5
904000,99919.5,15021.5,84898.0,406.5
904100,99748.0,15021.0,84727.0,578.0
904200,99382.5,15021.5,84361.0,943.5
904300,99414.5,15021.5,84393.0,911.5
904400,99408.5,15020.5,84388.0,917.5
904500,99094.5,15021.5,84073.0,1231.5
904600,98761.5,15021.0,83740.5,1564.5
904700,98619.0,15021.5,83597.5,1707.0
904800,98972.5,15020.5,83952.0,1353.5
904900,99087.5,15020.5,84067.0,1238.5
905000,99163.5,15021.0,84142.5,1162.5
905100,99362.5,15021.0,84341.5,963.5
905200,99225.0,15020.5,84204.5,1101.0
905300,99598.5,15022.0,84576.5,727.5
905400,99655.5,15021.5,84634.0,670.5
905500,100233.0,15021.0,85212.0,93.0
905600,100076.0,15020.5,85055.5,250.0
905700,100114.5,15020.5,85094.0,211.5
905800,99927.0,15021.5,84905.5,399.0
905900,99945.5,15134.5,84811.0,380.5
906000,100013.0,15134.5,84878.5,313.0
906100,100085.5,15133.0,84952.5,240.5
906200,100302.5,15130.0,85172.5,23.5
906300,100198.5,15130.0,85068.5,127.5
906400,100128.0,15133.0,84995.0,198.0
906500,100014.0,15133.0,84881.0,312.0
906600,99918.0,15134.5,84783.5,408.0
906700,99800.0,15134.5,84665.5,526.0
906800,99868.0,15131.5,84736.5,458.0
906900,99732.0,15133.0,84599.0,594.0
907000,99836.0,15133.0,84703.0,490.0
907100,99693.5,15131.5,84562.0,632.5
907200,99659.5,15131.5,84528.0,666.5
907300,99722.5,15133.0,84589.5,603.5
907400,99728.5,15134.5,84594.0,597.5
907500,99912.5,15136.0,84776.5,413.5
907600,99904.5,15133.0,84771.5,421.5
907700,100056.5,15133.0,84923.5,269.5
907800,99987.0,15131.5,84855.5,339.0
907900,99794.0,15131.5,84662.5,532.0
908000,99754.5,15131.5,84623.0,571.5
908100,99820.5,15133.0,84687.5,505.5
908200,99765.0,15133.0,84632.0,561.0
908300,99784.5,15131.5,84653.0,541.5
908400,99827.5,15131.5,84696.0,498.5
908500,99890.0,15131.5,84758.5,436.0
908600,99815.0,15136.0,84679.0,511.0
908700,99808.5,15133.0,84675.5,517.5
908800,99634.5,15134.5,84500.0,691.5
908900,99706.5,15131.5,84575.0,619.5
909000,99696.0,15130.0,84566.0,630.0
909100,99802.5,15091.0,84711.5,523.5
909200,100008.5,15240.5,84768.0,317.5
909300,101016.5,15233.5,85783.0,0.0
909400,100730.5,15240.5,85490.0,286.0
909500,101151.0,15237.0,85914.0,0.0
909600,101577.5,15237.0,86340.5,0.0
909700,101698.0,15244.0,86454.0,0.0
909800,101665.0,15230.0,86435.0,33.0
909900,101359.0,15237.0,86122.0,339.0
910000,101425.0,15233.5,86191.5,273.0
910100,101085.0,15240.5,85844.5,613.0
910200,101022.0,15237.0,85785.0,676.0
910300,100885.0,15240.5,85644.5,813.0
910400,100618.0,15233.5,85384.5,1080.0
910500,100846.5,15233.5,85613.0,851.5
910600,100373.5,15237.0,85136.5,1324.5
910700,100528.0,15237.0,85291.0,1170.0
910800,101022.5,15244.0,85778.5,675.5
910900,101011.5,15237.0,85774.5,686.5
911000,100491.0,15233.5,85257.5,1207.0
911100,100569.5,15237.0,85332.5,1128.5
911200,100698.0,15233.5,85464.5,1000.0
911300,100755.0,15237.0,85518.0,943.0
911400,101014.5,15240.5,85774.0,683.5
911500,100490.0,15233.5,85256.5,1208.0
911600,100709.0,15240.5,85468.5,989.0
911700,100264.5,15233.5,85031.0,1433.5
911800,100555.0,15237.0,85318.0,1143.0
911900,100626.5,15237.0,85389.5,1071.5
912000,100743.0,15237.0,85506.0,955.0
912100,100114.0,15244.0,84870.0,1584.0
912200,99811.5,15233.5,84578.0,1886.5
912300,99916.5,15237.0,84679.5,1781.5
912400,100163.0,15233.5,84929.5,1535.0
912500,100341.5,15237.0,85104.5,1356.5
912600,100183.0,15240.5,84942.5,1515.0
912700,100414.5,15233.5,85181.0,1283.5
912800,100415.0,15321.0,85094.0,1283.0
912900,100402.5,15321.0,85081.5,1295.5
913000,100520.0,15321.0,85199.0,1178.0
913100,100559.0,15316.0,85243.0,1139.0
913200,100005.0,15326.0,84679.0,1693.0
913300,100485.5,15316.0,85169.5,1212.5
913400,100304.5,15326.0,84978.5,1393.5
913500,99907.0,15316.0,84591.0,1791.0
913600,99779.5,15321.0,84458.5,1918.5
913700,100613.0,15321.0,85292.0,1085.0
913800,100587.0,15316.0,85271.0,1111.0
913900,100479.0,15321.0,85158.0,1219.0
914000,99924.5,15321.0,84603.5,1773.5
914100,99255.0,15321.0,83934.0,2443.0
914200,99221.0,15311.0,83910.0,2477.0
914300,99252.5,15321.0,83931.5,2445.5
914400,99767.5,15321.0,84446.5,1930.5
914500,99821.5,15433.0,84388.5,1876.5
914600,99551.5,15433.0,84118.5,2146.5
914700,99342.0,15427.0,83915.0,2356.0
914800,99665.5,15433.0,84232.5,2032.5
914900,100356.0,15436.0,84920.0,1342.0
915000,99844.5,15430.0,84414.5,1853.5
915100,99863.0,15436.0,84427.0,1835.0
915200,100520.5,15439.0,85081.5,1177.5
915300,101011.0,15573.5,85437.5,687.0
915400,101068.0,15573.0,85495.0,630.0
915500,100454.0,15573.5,84880.5,1244.0
915600,100621.5,15573.0,85048.5,1076.5
915700,100332.5,15573.5,84759.0,1365.5
915800,100848.0,15573.0,85275.0,850.0
915900,100721.5,15572.5,85149.0,976.5
916000,101296.0,15573.5,85722.5,402.0
916100,101033.0,15572.5,85460.5,665.0
916200,100746.5,15573.0,85173.5,951.5
916300,99694.5,15573.0,84121.5,2003.5
916400,99496.5,15573.0,83923.5,2201.5
916500,99028.5,15573.0,83455.5,2669.5
916600,98886.0,15572.5,83313.5,2812.0
916700,99293.0,15573.5,83719.5,2405.0
916800,99833.0,15573.0,84260.0,1865.0
916900,99262.5,15573.5,83689.0,2435.5
917000,98117.0,15572.5,82544.5,3581.0
917100,98234.5,15590.0,82644.5,3463.5
917200,98433.0,15591.5,82841.5,3265.0
917300,98432.0,15573.0,82859.0,3266.0
917400,98421.0,15573.5,82847.5,3277.0
917500,98133.0,15573.0,82560.0,3565.0
917600,97876.5,15572.5,82304.0,3821.5
917700,97929.0,15572.5,82356.5,3769.0
917800,97240.5,15572.5,81668.0,4457.5
917900,97309.5,15573.0,81736.5,4388.5
918000,98014.0,15573.0,82441.0,3684.0
918100,97884.5,15572.0,82312.5,3813.5
918200,99284.5,15557.5,83727.0,2413.5
918300,98648.0,15572.5,83075.5,3050.0
918400,98304.5,15573.0,82731.5,3393.5
918500,97941.0,15558.5,82382.5,3757.0
918600,97518.0,15572.0,81946.0,4180.0
918700,97387.0,15572.5,81814.5,4311.0
918800,97851.5,15572.5,82279.0,3846.5
918900,97885.0,15573.5,82311.5,3813.0
919000,97721.5,15573.5,82148.0,3976.5
919100,97592.0,15573.5,82018.5,4106.0
919200,97460.5,15572.5,81888.0,4237.5
919300,97120.5,15572.5,81548.0,4577.5
919400,97049.5,15572.5,81477.0,4648.5
919500,98699.5,15573.0,83126.5,2998.5
919600,98199.0,15573.0,82626.0,3499.0
919700,98839.5,15572.5,83267.0,2858.5
919800,98347.5,15573.0,82774.5,3350.5
919900,99223.0,15573.0,83650.0,2475.0
920000,99686.0,15573.0,84113.0,2012.0
920100,99768.0,15573.0,84195.0,1930.0
920200,99723.0,15573.0,84150.0,1975.0
920300,99681.0,15573.0,84108.0,2017.0
920400,99732.0,15572.5,84159.5,1966.0
920500,99434.5,15574.0,83860.5,2263.5
920600,99432.0,15573.0,83859.0,2266.0
920700,99756.0,15573.5,84182.5,1942.0
920800,99634.5,15572.5,84062.0,2063.5
920900,99136.0,15573.0,83563.0,2562.0
921000,99320.0,15572.5,83747.5,2378.0
921100,99446.0,15572.5,83873.5,2252.0
921200,98986.5,15573.0,83413.5,2711.5
921300,98981.5,15573.0,83408.5,2716.5
921400,99044.0,15573.0,83471.0,2654.0
921500,98226.0,15573.0,82653.0,3472.0
921600,97754.5,15573.0,82181.5,3943.5
921700,97816.5,15573.0,82243.5,3881.5
921800,98734.0,15573.0,83161.0,2964.0
921900,98127.5,15573.0,82554.5,3570.5
922000,98001.0,15573.0,82428.0,3697.0
922100,98141.5,15572.5,82569.0,3556.5
922200,98067.5,15590.0,82477.5,3630.5
922300,97739.0,15572.5,82166.5,3959.0
922400,97451.5,15573.0,81878.5,4246.5
922500,97565.0,15572.0,81993.0,4133.0
922600,97440.0,15573.0,81867.0,4258.0
922700,97594.5,15573.5,82021.0,4103.5
922800,98027.5,15572.5,82455.0,3670.5
922900,97947.5,15573.0,82374.5,3750.5
923000,97626.0,15572.5,82053.5,4072.0
923100,97207.5,15572.5,81635.0,4490.5
923200,97335.5,15573.0,81762.5,4362.5
923300,97502.5,15572.5,81930.0,4195.5
923400,97921.0,15573.5,82347.5,3777.0
923500,97787.5,15573.0,82214.5,3910.5
923600,97355.5,15573.5,81782.0,4342.5
923700,97486.0,15573.5,81912.5,4212.0
923800,97392.5,15572.5,81820.0,4305.5
923900,96377.0,15573.0,80804.0,5321.0
924000,96187.0,15572.5,80614.5,5511.0
924100,96491.5,15573.0,80918.5,5206.5
924200,96610.5,15573.0,81037.5,5087.5
924300,96779.0,15573.0,81206.0,4919.0
924400,96830.0,15573.5,81256.5,4868.0
924500,96546.5,15572.5,80974.0,5151.5
924600,96651.0,15572.5,81078.5,5047.0
924700,96825.5,15573.5,81252.0,4872.5
924800,96795.5,15572.5,81223.0,4902.5
924900,96763.0,15572.5,81190.5,4935.0
925000,96720.0,15573.0,81147.0,4978.0
925100,96868.5,15573.0,81295.5,4829.5
925200,96916.0,15558.0,81358.0,4782.0
925300,96911.5,15573.5,81338.0,4786.5
925400,96710.5,15572.5,81138.0,4987.5
925500,96823.0,15573.0,81250.0,4875.0
925600,96849.0,15573.0,81276.0,4849.0
925700,96880.0,15572.0,81308.0,4818.0
925800,97062.0,15573.0,81489.0,4636.0
925900,97035.5,15572.5,81463.0,4662.5
926000,97058.5,15572.5,81486.0,4639.5
926100,97415.0,15573.0,81842.0,4283.0
926200,97261.0,15572.5,81688.5,4437.0
926300,96910.0,15573.0,81337.0,4788.0
926400,96786.5,15573.0,81213.5,4911.5
926500,96641.0,15573.5,81067.5,5057.0
926600,96636.5,15573.5,81063.0,5061.5
926700,96731.0,15573.0,81158.0,4967.0
926800,96754.5,15573.5,81181.0,4943.5
926900,96801.0,15572.5,81228.5,4897.0
927000,97056.5,15573.0,81483.5,4641.5
927100,97306.5,15573.0,81733.5,4391.5
927200,97141.0,15572.5,81568.5,4557.0
927300,96950.5,15572.5,81378.0,4747.5
927400,96859.5,15573.0,81286.5,4838.5
927500,96710.0,15573.0,81137.0,4988.0
927600,96855.5,15572.0,81283.5,4842.5
927700,96726.0,15572.5,81153.5,4972.0
927800,96699.0,15572.5,81126.5,4999.0
927900,96554.0,15572.5,80981.5,5144.0
928000,96641.0,15573.0,81068.0,5057.0
928100,96550.5,15573.5,80977.0,5147.5
928200,96502.5,15573.0,80929.5,5195.5
928300,96278.5,15573.0,80705.5,5419.5
928400,96230.0,15573.5,80656.5,5468.0
928500,96174.5,15572.5,80602.0,5523.5
928600,96135.0,15573.0,80562.0,5563.0
928700,97052.0,15573.5,81478.5,4646.0
928800,97384.5,15573.0,81811.5,4313.5
928900,96996.0,15572.5,81423.5,4702.0
929000,97102.5,15573.0,81529.5,4595.5
929100,97580.5,15573.0,82007.5,4117.5
929200,97395.0,15573.5,81821.5,4303.0
929300,97153.0,15572.5,81580.5,4545.0
929400,96874.5,15573.0,81301.5,4823.5
929500,96922.5,15572.5,81350.0,4775.5
929600,97521.5,15573.0,81948.5,4176.5
929700,97180.0,15573.5,81606.5,4518.0
929800,97307.0,15573.0,81734.0,4391.0
929900,97334.0,15573.5,81760.5,4364.0
930000,97368.5,15573.0,81795.5,4329.5
930100,97323.5,15573.0,81750.5,4374.5
930200,97426.0,15573.0,81853.0,4272.0
930300,97506.0,15572.5,81933.5,4192.0
930400,98017.0,15572.5,82444.5,3681.0
930500,97937.0,15573.5,82363.5,3761.0
930600,98153.0,15591.5,82561.5,3545.0
930700,97925.0,15573.0,82352.0,3773.0
930800,97988.0,15573.0,82415.0,3710.0
930900,98035.5,15573.0,82462.5,3662.5
931000,97944.0,15573.0,82371.0,3754.0
931100,98284.5,15572.5,82712.0,3413.5
931200,97962.5,15572.5,82390.0,3735.5
931300,98085.0,15573.0,82512.0,3613.0
931400,98273.0,15573.0,82700.0,3425.0
931500,98113.0,15573.0,82540.0,3585.0
931600,97882.0,15572.5,82309.5,3816.0
931700,98236.5,15572.5,82664.0,3461.5
931800,98186.0,15572.0,82614.0,3512.0
931900,98289.0,15573.0,82716.0,3409.0
932000,98006.0,15573.5,82432.5,3692.0
932100,98038.0,15573.0,82465.0,3660.0
932200,97926.5,15572.5,82354.0,3771.5
932300,97899.5,15572.5,82327.0,3798.5
932400,98212.0,15572.5,82639.5,3486.0
932500,98557.5,15572.5,82985.0,3140.5
932600,98699.5,15572.5,83127.0,2998.5
932700,98651.5,15572.0,83079.5,3046.5
932800,98581.5,15590.0,82991.5,3116.5
932900,98410.5,15573.0,82837.5,3287.5
933000,98503.0,15573.5,82929.5,3195.0
933100,98489.5,15573.5,82916.0,3208.5
933200,98557.5,15573.0,82984.5,3140.5
933300,98560.0,15573.0,82987.0,3138.0
933400,98610.0,15573.0,83037.0,3088.0
933500,98807.0,15572.5,83234.5,2891.0
933600,98571.0,15573.0,82998.0,3127.0
933700,98528.5,15573.5,82955.0,3169.5
933800,98779.0,15574.0,83205.0,2919.0
933900,98797.5,15572.5,83225.0,2900.5
934000,98609.5,15572.5,83037.0,3088.5
934100,98676.0,15571.5,83104.5,3022.0
934200,98782.5,15573.0,83209.5,2915.5
934300,98623.0,15573.5,83049.5,3075.0
934400,98506.0,15572.5,82933.5,3192.0
934500,98523.0,15573.5,82949.5,3175.0
934600,98535.5,15573.5,82962.0,3162.5
934700,98759.0,15573.5,83185.5,2939.0
934800,98847.0,15573.5,83273.5,2851.0
934900,98873.0,15628.5,83244.5,2825.0
935000,98961.0,15629.0,83332.0,2737.0
935100,99176.5,15629.0,83547.5,2521.5
935200,99161.0,15629.5,83531.5,2537.0
935300,99427.5,15630.0,83797.5,2270.5
935400,99419.0,15630.0,83789.0,2279.0
935500,99622.0,15629.5,83992.5,2076.0
935600,99483.5,15611.0,83872.5,2214.5
935700,99619.5,15628.0,83991.5,2078.5
935800,99689.0,15628.5,84060.5,2009.0
935900,99640.5,15628.5,84012.0,2057.5
936000,99558.5,15629.5,83929.0,2139.5
936100,99597.5,15628.5,83969.0,2100.5
936200,100268.5,15629.5,84639.0,1429.5
936300,100175.0,15629.0,84546.0,1523.0
936400,99865.5,15629.5,84236.0,1832.5
936500,99919.5,15629.0,84290.5,1778.5
936600,99669.5,15629.5,84040.0,2028.5
936700,99870.5,15629.5,84241.0,1827.5
936800,100101.0,15628.5,84472.5,1597.0
936900,99562.0,15629.5,83932.5,2136.0
937000,99779.5,15629.0,84150.5,1918.5
937100,99804.5,15629.5,84175.0,1893.5
937200,99515.0,15628.5,83886.5,2183.0
937300,99695.5,15629.5,84066.0,2002.5
937400,99510.5,15630.5,83880.0,2187.5
937500,98952.5,15628.5,83324.0,2745.5
937600,98849.0,15629.5,83219.5,2849.0
937700,98761.5,15628.5,83133.0,2936.5
937800,98601.5,15628.0,82973.5,3096.5
937900,98365.0,15715.0,82650.0,3333.0
938000,98344.0,15711.0,82633.0,3354.0
938100,98502.5,15709.0,82793.5,3195.5
938200,98408.0,15711.0,82697.0,3290.0
