day,timestamp,GALAXY_SOUNDS_BLACK_HOLES,PEBBLES_XL,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,global_time,portfolio_price,portfolio_change
2,848700,11364.0,13977.0,10010.5,9487.0,848700,30608.0,5608.0
2,848800,11351.0,14002.0,10008.5,9487.0,848800,30618.0,5618.0
2,848900,11370.5,14005.0,10006.5,9480.0,848900,30642.0,5642.0
2,849000,11382.5,13995.0,10018.0,9478.0,849000,30656.5,5656.5
2,849100,11386.5,13982.0,10019.5,9475.0,849100,30650.5,5650.5
2,849200,11390.5,13996.0,10018.5,9474.0,849200,30668.0,5668.0
2,849300,11384.0,13993.0,10019.5,9482.0,849300,30655.5,5655.5
2,849400,11362.5,14004.0,10022.0,9483.5,849400,30646.75,5646.75
2,849500,11371.0,14012.0,10025.5,9484.0,849500,30666.5,5666.5
2,849600,11365.0,13994.5,10014.5,9489.0,849600,30629.5,5629.5
2,849700,11368.5,14018.0,10033.5,9489.0,849700,30675.5,5675.5
2,849800,11377.0,14000.0,10038.5,9494.0,849800,30668.5,5668.5
2,849900,11383.0,13993.5,10041.5,9504.0,849900,30666.0,5666.0
2,850000,11364.5,13998.5,10032.5,9506.5,850000,30642.25,5642.25
2,850100,11369.5,14031.0,10036.5,9502.5,850100,30685.75,5685.75
2,850200,11362.5,14024.5,10038.5,9502.0,850200,30674.5,5674.5
2,850300,11357.5,13979.0,10041.5,9499.0,850300,30628.5,5628.5
2,850400,11374.5,13948.0,10046.5,9506.0,850400,30616.0,5616.0
2,850500,11374.5,13929.5,10034.0,9510.0,850500,30583.0,5583.0
2,850600,11397.0,13915.5,10037.5,9513.0,850600,30593.5,5593.5
2,850700,11387.5,13894.5,10041.5,9522.0,850700,30562.5,5562.5
2,850800,11403.0,13880.5,10040.5,9526.0,850800,30561.0,5561.0
2,850900,11406.0,13891.5,10038.5,9521.0,850900,30575.5,5575.5
2,851000,11398.0,13940.0,10042.5,9516.5,851000,30622.25,5622.25
2,851100,11386.5,13926.0,10045.5,9521.0,851100,30597.5,5597.5
2,851200,11392.0,13866.5,10053.5,9519.0,851200,30552.5,5552.5
2,851300,11383.5,13843.5,10052.5,9517.0,851300,30521.0,5521.0
2,851400,11377.0,13886.0,10049.0,9508.0,851400,30558.0,5558.0
2,851500,11379.0,13859.0,10048.5,9509.0,851500,30532.0,5532.0
2,851600,11385.5,13795.0,10063.5,9512.0,851600,30488.0,5488.0
2,851700,11391.5,13792.5,10053.5,9514.0,851700,30480.5,5480.5
2,851800,11388.5,13757.0,10053.5,9512.0,851800,30443.0,5443.0
2,851900,11390.0,13762.0,10048.0,9518.0,851900,30441.0,5441.0
2,852000,11397.5,13751.5,10049.5,9509.0,852000,30444.0,5444.0
2,852100,11402.0,13736.0,10042.5,9518.0,852100,30421.5,5421.5
2,852200,11382.0,13721.5,10047.5,9516.0,852200,30393.0,5393.0
2,852300,11382.5,13720.5,10035.5,9513.5,852300,30381.75,5381.75
2,852400,11387.5,13701.5,10035.5,9517.0,852400,30366.0,5366.0
2,852500,11376.0,13731.5,10046.5,9520.5,852500,30393.75,5393.75
2,852600,11373.5,13709.5,10038.5,9527.5,852600,30357.75,5357.75
2,852700,11356.5,13675.0,10032.5,9530.5,852700,30298.75,5298.75
2,852800,11364.5,13694.5,10023.5,9531.0,852800,30317.0,5317.0
2,852900,11351.0,13696.0,10037.5,9535.0,852900,30317.0,5317.0
2,853000,11350.5,13705.5,10041.5,9536.0,853000,30329.5,5329.5
2,853100,11368.0,13716.0,10033.5,9535.0,853100,30350.0,5350.0
2,853200,11384.0,13732.5,10048.0,9543.0,853200,30393.0,5393.0
2,853300,11382.0,13730.0,10036.5,9548.0,853300,30374.5,5374.5
2,853400,11362.5,13700.0,10044.5,9552.5,853400,30330.75,5330.75
2,853500,11387.5,13702.5,10042.5,9551.0,853500,30357.0,5357.0
2,853600,11384.0,13706.5,10043.5,9551.0,853600,30358.5,5358.5
2,853700,11408.5,13712.5,10048.5,9549.0,853700,30395.0,5395.0
2,853800,11386.0,13735.0,10049.5,9551.0,853800,30395.0,5395.0
2,853900,11380.0,13764.0,10055.0,9546.0,853900,30426.0,5426.0
2,854000,11364.5,13731.5,10068.5,9547.5,854000,30390.75,5390.75
2,854100,11355.0,13712.5,10074.5,9551.0,854100,30366.5,5366.5
2,854200,11340.5,13741.0,10072.5,9554.5,854200,30376.75,5376.75
2,854300,11337.5,13703.0,10067.0,9557.0,854300,30329.0,5329.0
2,854400,11330.0,13690.0,10069.5,9552.0,854400,30313.5,5313.5
2,854500,11352.5,13697.5,10062.5,9548.5,854500,30338.25,5338.25
2,854600,11328.5,13658.5,10061.5,9545.0,854600,30276.0,5276.0
2,854700,11326.5,13653.5,10062.5,9544.5,854700,30270.25,5270.25
2,854800,11308.0,13619.5,10064.5,9527.5,854800,30228.25,5228.25
2,854900,11280.5,13623.5,10069.5,9524.0,854900,30211.5,5211.5
2,855000,11274.0,13641.5,10068.5,9517.0,855000,30225.5,5225.5
2,855100,11271.5,13612.5,10074.5,9513.5,855100,30201.75,5201.75
2,855200,11264.0,13597.5,10073.5,9509.5,855200,30180.25,5180.25
2,855300,11251.5,13636.5,10073.5,9513.0,855300,30205.0,5205.0
2,855400,11248.0,13624.5,10071.5,9523.0,855400,30182.5,5182.5
2,855500,11239.0,13646.5,10069.5,9522.0,855500,30194.0,5194.0
2,855600,11233.5,13641.5,10067.5,9525.0,855600,30180.0,5180.0
2,855700,11213.0,13601.5,10061.5,9522.0,855700,30115.0,5115.0
2,855800,11193.5,13533.0,10064.5,9518.5,855800,30031.75,5031.75
2,855900,11199.0,13569.0,10068.5,9516.0,855900,30078.5,5078.5
2,856000,11201.5,13553.0,10073.5,9514.5,856000,30070.75,5070.75
2,856100,11222.0,13554.5,10069.5,9513.0,856100,30089.5,5089.5
2,856200,11207.0,13595.5,10067.5,9507.0,856200,30116.5,5116.5
2,856300,11223.0,13572.0,10073.5,9508.0,856300,30114.5,5114.5
2,856400,11213.0,13552.5,10082.5,9503.0,856400,30096.5,5096.5
2,856500,11218.5,13543.5,10083.5,9503.0,856500,30094.0,5094.0
2,856600,11222.5,13579.5,10085.0,9496.5,856600,30138.75,5138.75
2,856700,11232.0,13610.5,10084.0,9502.0,856700,30175.5,5175.5
2,856800,11211.5,13621.5,10080.5,9504.0,856800,30161.5,5161.5
2,856900,11204.0,13619.5,10087.5,9508.5,856900,30156.75,5156.75
2,857000,11190.5,13559.5,10090.5,9501.0,857000,30090.0,5090.0
2,857100,11184.0,13568.5,10085.5,9498.5,857100,30088.75,5088.75
2,857200,11167.0,13578.5,10088.5,9507.0,857200,30080.5,5080.5
2,857300,11155.5,13624.5,10089.5,9510.5,857300,30114.25,5114.25
2,857400,11149.0,13657.5,10100.5,9510.0,857400,30152.0,5152.0
2,857500,11128.0,13658.5,10104.5,9501.5,857500,30140.25,5140.25
2,857600,11121.5,13607.5,10106.5,9507.0,857600,30082.0,5082.0
2,857700,11135.0,13614.5,10111.5,9511.0,857700,30105.5,5105.5
2,857800,11116.5,13628.0,10110.0,9509.5,857800,30099.75,5099.75
2,857900,11121.5,13620.0,10115.5,9515.5,857900,30099.25,5099.25
2,858000,11139.0,13609.5,10124.5,9519.5,858000,30113.25,5113.25
2,858100,11137.5,13605.5,10115.5,9517.0,858100,30100.0,5100.0
2,858200,11147.0,13584.0,10118.5,9514.0,858200,30092.5,5092.5
2,858300,11141.0,13538.5,10127.5,9523.0,858300,30045.5,5045.5
2,858400,11140.0,13551.0,10139.5,9527.0,858400,30067.0,5067.0
2,858500,11135.5,13606.0,10141.5,9521.0,858500,30122.5,5122.5
2,858600,11132.0,13570.0,10143.0,9528.0,858600,30081.0,5081.0
2,858700,11129.0,13566.5,10140.5,9531.0,858700,30070.5,5070.5
2,858800,11125.5,13597.0,10137.0,9535.0,858800,30092.0,5092.0
2,858900,11119.5,13591.5,10135.5,9529.5,858900,30081.75,5081.75
2,859000,11118.0,13596.5,10149.5,9521.0,859000,30103.5,5103.5
2,859100,11136.0,13568.5,10156.5,9513.0,859100,30104.5,5104.5
2,859200,11142.5,13592.0,10162.5,9515.5,859200,30139.25,5139.25
2,859300,11161.5,13586.5,10159.5,9514.0,859300,30150.5,5150.5
2,859400,11158.0,13586.0,10162.5,9517.0,859400,30148.0,5148.0
2,859500,11142.5,13558.5,10154.5,9521.5,859500,30094.75,5094.75
2,859600,11158.0,13543.5,10157.5,9518.0,859600,30100.0,5100.0
2,859700,11165.0,13540.5,10162.5,9513.0,859700,30111.5,5111.5
2,859800,11164.0,13566.5,10167.5,9511.0,859800,30142.5,5142.5
2,859900,11170.0,13515.5,10173.5,9515.5,859900,30101.25,5101.25
2,860000,11174.0,13513.0,10177.0,9520.0,860000,30104.0,5104.0
2,860100,11165.5,13487.5,10176.5,9517.0,860100,30071.0,5071.0
2,860200,11171.5,13492.5,10170.0,9516.0,860200,30076.0,5076.0
2,860300,11159.0,13510.5,10165.5,9510.0,860300,30080.0,5080.0
2,860400,11175.5,13498.5,10154.5,9509.0,860400,30074.0,5074.0
2,860500,11179.5,13487.5,10151.5,9502.0,860500,30067.5,5067.5
2,860600,11207.0,13463.5,10167.5,9495.0,860600,30090.5,5090.5
2,860700,11207.0,13463.5,10173.5,9491.0,860700,30098.5,5098.5
2,860800,11203.0,13453.5,10178.5,9488.0,860800,30091.0,5091.0
2,860900,11188.0,13437.5,10177.5,9483.5,860900,30061.25,5061.25
2,861000,11188.0,13398.0,10187.5,9484.0,861000,30031.5,5031.5
2,861100,11188.0,13374.5,10181.0,9487.0,861100,30000.0,5000.0
2,861200,11201.0,13362.5,10177.5,9493.5,861200,29994.25,4994.25
2,861300,11208.0,13376.0,10182.5,9489.0,861300,30022.0,5022.0
2,861400,11226.0,13381.5,10186.5,9495.5,861400,30046.25,5046.25
2,861500,11200.0,13410.5,10183.5,9501.5,861500,30043.25,5043.25
2,861600,11199.0,13461.0,10180.5,9496.0,861600,30092.5,5092.5
2,861700,11202.5,13471.0,10179.5,9493.0,861700,30106.5,5106.5
2,861800,11191.5,13468.0,10165.0,9484.0,861800,30082.5,5082.5
2,861900,11204.0,13479.5,10168.0,9495.0,861900,30104.0,5104.0
2,862000,11204.0,13417.0,10166.5,9497.5,862000,30038.75,5038.75
2,862100,11211.5,13428.5,10170.0,9495.0,862100,30062.5,5062.5
2,862200,11223.0,13474.5,10164.5,9496.0,862200,30114.0,5114.0
2,862300,11210.0,13461.5,10163.0,9494.0,862300,30087.5,5087.5
2,862400,11221.5,13492.5,10164.0,9496.0,862400,30130.0,5130.0
2,862500,11226.5,13481.0,10156.5,9489.0,862500,30119.5,5119.5
2,862600,11216.0,13468.0,10161.0,9486.5,862600,30101.75,5101.75
2,862700,11228.0,13474.0,10151.0,9485.5,862700,30110.25,5110.25
2,862800,11220.0,13447.0,10136.5,9486.0,862800,30060.5,5060.5
2,862900,11231.0,13428.5,10132.5,9480.5,862900,30051.75,5051.75
2,863000,11246.0,13431.5,10147.5,9484.0,863000,30083.0,5083.0
2,863100,11257.5,13428.5,10135.5,9474.0,863100,30084.5,5084.5
2,863200,11247.0,13429.5,10133.5,9466.5,863200,30076.75,5076.75
2,863300,11250.5,13428.5,10140.0,9459.0,863300,30089.5,5089.5
2,863400,11248.0,13430.5,10138.0,9475.0,863400,30079.0,5079.0
2,863500,11249.0,13466.5,10138.5,9473.0,863500,30117.5,5117.5
2,863600,11231.0,13464.5,10132.5,9475.0,863600,30090.5,5090.5
2,863700,11218.5,13473.5,10140.5,9472.0,863700,30096.5,5096.5
2,863800,11223.0,13472.5,10140.5,9478.0,863800,30097.0,5097.0
2,863900,11224.5,13449.5,10137.0,9478.0,863900,30072.0,5072.0
2,864000,11219.5,13472.5,10142.0,9479.0,864000,30094.5,5094.5
2,864100,11211.5,13506.0,10148.5,9476.0,864100,30128.0,5128.0
2,864200,11237.5,13473.5,10141.0,9472.0,864200,30116.0,5116.0
2,864300,11252.0,13547.5,10138.0,9477.0,864300,30199.0,5199.0
2,864400,11257.0,13594.0,10134.5,9481.0,864400,30245.0,5245.0
2,864500,11269.5,13572.5,10134.5,9482.0,864500,30235.5,5235.5
2,864600,11280.5,13587.5,10128.5,9475.5,864600,30258.75,5258.75
2,864700,11273.5,13580.5,10125.5,9478.5,864700,30240.25,5240.25
2,864800,11275.5,13596.5,10121.5,9477.0,864800,30255.0,5255.0
2,864900,11252.0,13609.5,10118.5,9476.0,864900,30242.0,5242.0
2,865000,11251.5,13524.5,10117.5,9481.5,865000,30152.75,5152.75
2,865100,11269.0,13531.5,10106.5,9478.5,865100,30167.75,5167.75
2,865200,11273.0,13493.5,10110.5,9477.5,865200,30138.25,5138.25
2,865300,11285.0,13484.5,10120.5,9479.0,865300,30150.5,5150.5
2,865400,11310.5,13492.5,10120.5,9480.5,865400,30183.25,5183.25
2,865500,11296.5,13496.0,10120.0,9477.0,865500,30174.0,5174.0
2,865600,11303.5,13504.0,10115.5,9481.0,865600,30182.5,5182.5
2,865700,11285.5,13574.5,10103.5,9487.0,865700,30220.0,5220.0
2,865800,11282.5,13527.5,10096.5,9480.5,865800,30166.25,5166.25
2,865900,11287.0,13516.0,10096.5,9485.0,865900,30157.0,5157.0
2,866000,11282.5,13550.5,10097.5,9485.0,866000,30188.0,5188.0
2,866100,11286.0,13629.5,10098.0,9490.0,866100,30268.5,5268.5
2,866200,11290.0,13593.5,10111.5,9487.0,866200,30251.5,5251.5
2,866300,11282.0,13595.5,10112.5,9484.0,866300,30248.0,5248.0
2,866400,11278.5,13585.5,10117.0,9495.5,866400,30233.25,5233.25
2,866500,11294.0,13558.0,10109.5,9500.0,866500,30211.5,5211.5
2,866600,11310.5,13586.5,10098.5,9492.0,866600,30249.5,5249.5
2,866700,11304.5,13561.5,10114.5,9496.0,866700,30232.5,5232.5
2,866800,11319.0,13513.0,10119.5,9502.5,866800,30200.25,5200.25
2,866900,11299.0,13487.0,10111.5,9506.5,866900,30144.25,5144.25
2,867000,11307.5,13476.5,10103.5,9502.0,867000,30136.5,5136.5
2,867100,11299.0,13489.0,10104.5,9497.0,867100,30144.0,5144.0
2,867200,11304.5,13506.5,10103.0,9502.0,867200,30163.0,5163.0
2,867300,11319.5,13548.5,10106.5,9510.0,867300,30219.5,5219.5
2,867400,11299.0,13571.5,10106.0,9508.0,867400,30222.5,5222.5
2,867500,11297.0,13590.5,10087.0,9498.5,867500,30225.25,5225.25
2,867600,11302.0,13561.5,10085.5,9502.0,867600,30198.0,5198.0
2,867700,11318.0,13521.0,10078.0,9500.5,867700,30166.75,5166.75
2,867800,11307.0,13532.5,10075.5,9496.0,867800,30167.0,5167.0
2,867900,11296.0,13559.5,10069.5,9499.0,867900,30175.5,5175.5
2,868000,11298.5,13596.0,10067.0,9496.0,868000,30213.5,5213.5
2,868100,11302.5,13625.5,10070.5,9488.0,868100,30254.5,5254.5
2,868200,11288.0,13607.5,10065.5,9481.0,868200,30220.5,5220.5
2,868300,11324.5,13625.5,10068.0,9487.0,868300,30274.5,5274.5
2,868400,11360.5,13648.5,10073.5,9481.0,868400,30342.0,5342.0
2,868500,11354.0,13644.5,10077.5,9477.0,868500,30337.5,5337.5
2,868600,11362.5,13609.0,10077.5,9472.0,868600,30313.0,5313.0
2,868700,11364.5,13629.5,10073.5,9464.0,868700,30335.5,5335.5
2,868800,11360.5,13596.0,10077.5,9470.0,868800,30299.0,5299.0
2,868900,11337.0,13602.0,10074.5,9463.5,868900,30281.75,5281.75
2,869000,11343.5,13600.0,10073.5,9460.0,869000,30287.0,5287.0
2,869100,11352.0,13562.5,10076.5,9458.0,869100,30262.0,5262.0
2,869200,11335.5,13554.5,10078.5,9465.0,869200,30236.0,5236.0
2,869300,11327.5,13579.5,10073.5,9463.0,869300,30249.0,5249.0
2,869400,11342.5,13570.5,10070.0,9466.5,869400,30249.75,5249.75
2,869500,11351.5,13571.5,10071.5,9472.0,869500,30258.5,5258.5
2,869600,11355.5,13584.5,10070.5,9480.0,869600,30270.5,5270.5
2,869700,11333.0,13592.5,10083.5,9481.0,869700,30268.5,5268.5
2,869800,11342.0,13587.0,10081.5,9481.0,869800,30270.0,5270.0
2,869900,11353.5,13587.5,10073.0,9480.0,869900,30274.0,5274.0
2,870000,11364.0,13568.5,10077.5,9481.0,870000,30269.5,5269.5
2,870100,11352.5,13579.5,10089.5,9484.0,870100,30279.5,5279.5
2,870200,11361.5,13591.0,10089.5,9483.0,870200,30300.5,5300.5
2,870300,11341.0,13557.5,10090.5,9489.5,870300,30244.25,5244.25
2,870400,11340.0,13544.5,10096.5,9503.0,870400,30229.5,5229.5
2,870500,11336.5,13529.5,10089.0,9497.5,870500,30206.25,5206.25
2,870600,11346.5,13516.5,10081.5,9502.0,870600,30193.5,5193.5
2,870700,11346.5,13540.5,10083.5,9496.0,870700,30222.5,5222.5
2,870800,11354.0,13539.5,10093.5,9496.0,870800,30239.0,5239.0
2,870900,11359.0,13519.5,10094.5,9491.0,870900,30227.5,5227.5
2,871000,11365.5,13517.5,10082.5,9491.0,871000,30220.0,5220.0
2,871100,11370.5,13517.5,10080.5,9496.5,871100,30220.25,5220.25
2,871200,11383.0,13499.0,10073.5,9491.0,871200,30210.0,5210.0
2,871300,11365.5,13539.0,10065.5,9487.0,871300,30226.5,5226.5
2,871400,11363.5,13483.5,10066.5,9491.0,871400,30168.0,5168.0
2,871500,11353.0,13478.0,10071.0,9492.0,871500,30156.0,5156.0
2,871600,11344.5,13468.5,10071.5,9491.0,871600,30139.0,5139.0
2,871700,11343.0,13465.5,10074.5,9491.0,871700,30137.5,5137.5
2,871800,11345.5,13483.5,10074.5,9494.0,871800,30156.5,5156.5
2,871900,11340.0,13527.5,10071.5,9491.0,871900,30193.5,5193.5
2,872000,11342.5,13512.5,10078.5,9490.5,872000,30188.25,5188.25
2,872100,11351.5,13496.5,10066.5,9485.0,872100,30172.0,5172.0
2,872200,11349.0,13492.5,10055.5,9485.0,872200,30154.5,5154.5
2,872300,11357.5,13462.0,10044.5,9485.0,872300,30121.5,5121.5
2,872400,11351.5,13465.5,10046.5,9485.0,872400,30121.0,5121.0
2,872500,11350.5,13466.0,10041.0,9484.0,872500,30115.5,5115.5
2,872600,11345.5,13457.5,10038.5,9491.0,872600,30096.0,5096.0
2,872700,11352.0,13455.5,10049.5,9481.0,872700,30116.5,5116.5
2,872800,11333.5,13493.5,10052.5,9485.0,872800,30137.0,5137.0
2,872900,11352.5,13483.5,10055.5,9487.0,872900,30148.0,5148.0
2,873000,11357.0,13480.5,10056.5,9493.0,873000,30147.5,5147.5
2,873100,11352.0,13458.5,10058.5,9496.0,873100,30121.0,5121.0
2,873200,11353.5,13459.0,10060.5,9495.0,873200,30125.5,5125.5
2,873300,11355.0,13514.5,10050.5,9504.0,873300,30168.0,5168.0
2,873400,11351.5,13503.5,10049.5,9502.0,873400,30153.5,5153.5
2,873500,11362.0,13446.5,10048.5,9508.0,873500,30103.0,5103.0
2,873600,11352.0,13484.5,10037.5,9510.5,873600,30118.75,5118.75
2,873700,11353.0,13475.5,10030.5,9521.0,873700,30098.5,5098.5
2,873800,11352.0,13490.5,10037.5,9521.0,873800,30119.5,5119.5
2,873900,11352.5,13469.5,10045.5,9513.0,873900,30111.0,5111.0
2,874000,11308.5,13470.5,10059.5,9507.5,874000,30084.75,5084.75
2,874100,11310.0,13427.5,10054.5,9512.0,874100,30036.0,5036.0
2,874200,11317.5,13443.5,10060.5,9510.0,874200,30066.5,5066.5
2,874300,11320.5,13386.5,10063.5,9501.0,874300,30020.0,5020.0
2,874400,11334.5,13330.5,10073.5,9500.0,874400,29988.5,4988.5
2,874500,11341.0,13308.5,10077.5,9497.0,874500,29978.5,4978.5
2,874600,11339.5,13350.5,10085.5,9507.0,874600,30022.0,5022.0
2,874700,11334.5,13355.5,10087.5,9515.0,874700,30020.0,5020.0
2,874800,11332.5,13425.5,10086.5,9516.0,874800,30086.5,5086.5
2,874900,11324.5,13466.5,10089.5,9505.5,874900,30127.75,5127.75
2,875000,11327.5,13483.0,10082.5,9515.0,875000,30135.5,5135.5
2,875100,11309.0,13523.5,10081.5,9519.0,875100,30154.5,5154.5
2,875200,11314.5,13539.5,10076.5,9519.0,875200,30171.0,5171.0
2,875300,11340.0,13558.0,10079.5,9518.0,875300,30218.5,5218.5
2,875400,11357.5,13568.0,10078.5,9520.0,875400,30244.0,5244.0
2,875500,11345.5,13599.0,10077.5,9518.5,875500,30262.75,5262.75
2,875600,11349.0,13576.5,10077.5,9523.0,875600,30241.5,5241.5
2,875700,11345.0,13554.5,10072.5,9521.5,875700,30211.25,5211.25
2,875800,11348.0,13568.5,10064.5,9527.0,875800,30217.5,5217.5
2,875900,11330.5,13579.0,10071.5,9537.0,875900,30212.5,5212.5
2,876000,11337.0,13603.0,10058.5,9538.0,876000,30229.5,5229.5
2,876100,11349.0,13606.5,10061.5,9542.0,876100,30246.0,5246.0
2,876200,11367.5,13575.5,10066.5,9556.0,876200,30231.5,5231.5
2,876300,11392.0,13586.5,10068.5,9554.5,876300,30269.75,5269.75
2,876400,11395.0,13607.5,10063.5,9566.0,876400,30283.0,5283.0
2,876500,11386.0,13608.5,10058.5,9561.5,876500,30272.25,5272.25
2,876600,11403.0,13682.0,10059.5,9561.5,876600,30363.75,5363.75
2,876700,11387.5,13616.5,10065.5,9566.0,876700,30286.5,5286.5
2,876800,11400.5,13653.5,10074.0,9569.0,876800,30343.5,5343.5
2,876900,11395.5,13671.5,10062.0,9569.0,876900,30344.5,5344.5
2,877000,11397.5,13686.5,10066.5,9565.0,877000,30368.0,5368.0
2,877100,11397.0,13678.5,10069.5,9569.0,877100,30360.5,5360.5
2,877200,11388.0,13667.5,10062.0,9567.5,877200,30333.75,5333.75
2,877300,11392.5,13705.5,10047.5,9569.0,877300,30361.0,5361.0
2,877400,11391.5,13719.0,10035.5,9574.0,877400,30359.0,5359.0
2,877500,11385.0,13693.0,10029.5,9575.5,877500,30319.75,5319.75
2,877600,11375.5,13730.0,10030.5,9568.0,877600,30352.0,5352.0
2,877700,11367.0,13733.0,10034.5,9582.0,877700,30343.5,5343.5
2,877800,11370.0,13725.5,10036.5,9580.0,877800,30342.0,5342.0
2,877900,11351.0,13736.5,10024.5,9583.0,877900,30320.5,5320.5
2,878000,11356.0,13740.0,10024.5,9582.0,878000,30329.5,5329.5
2,878100,11370.5,13729.0,10019.5,9584.5,878100,30326.75,5326.75
2,878200,11362.0,13753.5,10028.5,9575.0,878200,30356.5,5356.5
2,878300,11352.5,13734.5,10031.0,9575.0,878300,30330.5,5330.5
2,878400,11368.5,13733.0,10025.0,9576.0,878400,30338.5,5338.5
2,878500,11355.5,13786.5,10018.5,9577.5,878500,30371.75,5371.75
2,878600,11344.5,13861.0,10002.5,9580.5,878600,30417.75,5417.75
2,878700,11346.5,13844.0,9990.5,9579.0,878700,30391.5,5391.5
2,878800,11349.0,13889.0,9984.5,9583.0,878800,30431.0,5431.0
2,878900,11335.0,13894.0,9985.5,9584.0,878900,30422.5,5422.5
2,879000,11333.0,13861.5,9982.5,9584.0,879000,30385.0,5385.0
2,879100,11327.5,13874.0,9984.5,9579.5,879100,30396.25,5396.25
2,879200,11316.5,13843.0,9986.5,9583.5,879200,30354.25,5354.25
2,879300,11294.5,13857.0,9993.5,9591.0,879300,30349.5,5349.5
2,879400,11304.5,13799.5,9996.5,9585.0,879400,30308.0,5308.0
2,879500,11324.5,13831.5,9993.5,9590.0,879500,30354.5,5354.5
2,879600,11330.5,13763.0,9997.5,9582.0,879600,30300.0,5300.0
2,879700,11351.5,13763.0,9984.5,9587.0,879700,30305.5,5305.5
2,879800,11360.5,13755.5,9985.5,9585.0,879800,30309.0,5309.0
2,879900,11361.0,13776.0,9978.5,9572.5,879900,30329.25,5329.25
2,880000,11361.5,13763.0,9974.5,9573.0,880000,30312.5,5312.5
2,880100,11352.5,13758.0,9973.5,9576.0,880100,30296.0,5296.0
2,880200,11339.5,13767.0,9973.5,9582.0,880200,30289.0,5289.0
2,880300,11351.0,13755.0,9969.5,9579.5,880300,30285.75,5285.75
2,880400,11351.5,13747.0,9968.5,9584.5,880400,30274.75,5274.75
2,880500,11344.5,13726.0,9967.5,9583.0,880500,30246.5,5246.5
2,880600,11347.0,13737.5,9967.5,9585.0,880600,30259.5,5259.5
2,880700,11357.5,13717.0,9969.5,9585.0,880700,30251.5,5251.5
2,880800,11351.0,13709.5,9969.5,9598.5,880800,30230.75,5230.75
2,880900,11350.0,13725.5,9968.5,9604.5,880900,30241.75,5241.75
2,881000,11334.0,13729.0,9954.5,9614.0,881000,30210.5,5210.5
2,881100,11330.0,13730.5,9967.5,9611.5,881100,30222.25,5222.25
2,881200,11343.0,13750.0,9968.5,9616.5,881200,30253.25,5253.25
2,881300,11340.5,13763.5,9967.5,9616.5,881300,30263.25,5263.25
2,881400,11336.0,13770.0,9966.5,9614.5,881400,30265.25,5265.25
2,881500,11338.0,13739.0,9967.5,9619.0,881500,30235.0,5235.0
2,881600,11339.0,13774.0,9966.0,9616.0,881600,30271.0,5271.0
2,881700,11343.5,13744.5,9962.0,9605.0,881700,30247.5,5247.5
2,881800,11341.0,13770.5,9962.0,9607.5,881800,30269.75,5269.75
2,881900,11341.5,13748.5,9959.5,9606.0,881900,30246.5,5246.5
2,882000,11338.5,13740.5,9964.5,9599.5,882000,30243.75,5243.75
2,882100,11355.0,13748.5,9970.5,9601.0,882100,30273.5,5273.5
2,882200,11358.0,13761.5,9965.5,9607.0,882200,30281.5,5281.5
2,882300,11347.5,13759.5,9967.5,9601.5,882300,30273.75,5273.75
2,882400,11366.5,13784.0,9978.5,9602.5,882400,30327.75,5327.75
2,882500,11377.5,13775.0,9976.5,9602.5,882500,30327.75,5327.75
2,882600,11387.5,13809.0,9968.5,9607.5,882600,30361.25,5361.25
2,882700,11378.0,13796.5,9957.5,9613.0,882700,30325.5,5325.5
2,882800,11361.5,13752.0,9966.0,9610.0,882800,30274.5,5274.5
2,882900,11378.5,13754.0,9963.5,9612.5,882900,30289.75,5289.75
2,883000,11373.5,13766.0,9960.5,9610.5,883000,30294.75,5294.75
2,883100,11370.5,13731.0,9957.5,9611.5,883100,30253.25,5253.25
2,883200,11371.0,13716.5,9967.5,9612.0,883200,30249.0,5249.0
2,883300,11346.5,13711.5,9965.5,9613.0,883300,30217.0,5217.0
2,883400,11350.5,13711.0,9963.5,9618.5,883400,30215.75,5215.75
2,883500,11361.5,13727.5,9957.0,9618.5,883500,30236.75,5236.75
2,883600,11351.5,13706.5,9952.0,9611.0,883600,30204.5,5204.5
2,883700,11342.5,13716.5,9958.5,9610.5,883700,30212.25,5212.25
2,883800,11354.5,13705.5,9956.5,9617.5,883800,30207.75,5207.75
2,883900,11350.0,13639.5,9947.5,9612.0,883900,30131.0,5131.0
2,884000,11353.0,13619.5,9943.0,9607.0,884000,30112.0,5112.0
2,884100,11334.0,13604.5,9938.5,9606.0,884100,30074.0,5074.0
2,884200,11339.5,13585.0,9930.5,9605.5,884200,30052.25,5052.25
2,884300,11348.0,13599.5,9927.5,9607.5,884300,30071.25,5071.25
2,884400,11347.0,13600.0,9931.0,9607.5,884400,30074.25,5074.25
2,884500,11343.5,13603.0,9940.5,9614.0,884500,30080.0,5080.0
2,884600,11370.0,13550.5,9941.5,9618.5,884600,30052.75,5052.75
2,884700,11353.5,13553.0,9942.5,9613.5,884700,30042.25,5042.25
2,884800,11379.5,13587.5,9939.5,9593.5,884800,30109.75,5109.75
2,884900,11376.0,13597.0,9941.5,9591.0,884900,30119.0,5119.0
2,885000,11370.5,13609.0,9944.5,9596.0,885000,30126.0,5126.0
2,885100,11370.5,13599.5,9949.0,9597.0,885100,30120.5,5120.5
2,885200,11369.5,13589.5,9946.5,9593.0,885200,30109.0,5109.0
